customerID	gender	SeniorCitizen	Partner	Dependents	tenure	PhoneService	MultipleLines	InternetService	OnlineSecurity	OnlineBackup	DeviceProtection	TechSupport	StreamingTV	StreamingMovies	Contract	PaperlessBilling	PaymentMethod	MonthlyCharges	TotalCharges	Churn	Churn_Probability	Risk_Category
7601-GNDYK	Male	0	Yes	Yes	35	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	19.6	686.95	0	0.009540888	Low Risk
0356-OBMAC	Female	1	No	No	56	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	No	Two year	Yes	Bank transfer (automatic)	99.9	5706.3	0	0.10809086	Low Risk
8067-NIOYM	Female	0	Yes	Yes	24	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Credit card (automatic)	21.1	490.65	0	0.022115734	Low Risk
1403-GYAFU	Male	0	Yes	Yes	70	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	20.05	1360.25	0	0.001323342	Low Risk
4234-XTNEA	Male	0	No	No	2	Yes	No	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Electronic check	79.95	174.45	0	0.730508099	High Risk
1297-VQDRP	Male	1	Yes	Yes	68	Yes	Yes	Fiber optic	No	No	Yes	Yes	Yes	Yes	One year	Yes	Credit card (automatic)	107.15	7379.8	0	0.154635583	Low Risk
9282-IZGQK	Female	0	No	No	1	Yes	Yes	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Electronic check	85	85	1	0.785275118	High Risk
5348-CAGXB	Male	0	No	No	12	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	No	Month-to-month	Yes	Electronic check	89.55	1021.75	0	0.702923626	High Risk
0621-HJWXJ	Female	0	Yes	No	63	Yes	Yes	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	81.55	5029.05	0	0.191415842	Low Risk
5844-QVTAT	Female	0	Yes	Yes	33	Yes	No	DSL	Yes	Yes	Yes	No	No	No	One year	Yes	Mailed check	58.45	1955.4	0	0.042038303	Low Risk
8905-IAZPF	Female	0	Yes	No	69	Yes	No	Fiber optic	No	Yes	No	No	Yes	Yes	One year	Yes	Credit card (automatic)	95.65	6744.2	0	0.131204864	Low Risk
5394-MEITZ	Female	0	Yes	Yes	60	Yes	No	DSL	No	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	80.6	4946.7	0	0.022488837	Low Risk
6859-QNXIQ	Female	0	Yes	Yes	72	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	113.1	8248.5	0	0.052366401	Low Risk
2782-LFZVW	Female	0	No	No	11	Yes	Yes	DSL	No	No	No	No	No	Yes	Month-to-month	Yes	Mailed check	58.95	601.6	0	0.438768479	Medium Risk
2866-IKBTM	Female	0	No	No	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	19.55	19.55	0	0.214347355	Low Risk
1342-JPNKI	Male	0	No	No	10	Yes	Yes	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Bank transfer (automatic)	86.05	834.1	1	0.664449373	Medium Risk
2817-NTQDO	Male	0	No	No	13	No	No phone service	DSL	Yes	No	No	Yes	Yes	No	Month-to-month	Yes	Credit card (automatic)	45.55	597	1	0.274974854	Low Risk
7129-AZJDE	Male	0	Yes	Yes	34	Yes	No	Fiber optic	No	No	No	No	No	Yes	One year	Yes	Bank transfer (automatic)	78.95	2647.2	0	0.212017169	Low Risk
6986-IJDHX	Male	0	Yes	Yes	39	Yes	No	Fiber optic	No	Yes	No	No	Yes	No	Month-to-month	Yes	Mailed check	86.3	3266	1	0.296931982	Low Risk
2560-PPCHE	Female	0	No	No	65	Yes	Yes	Fiber optic	No	Yes	No	Yes	Yes	Yes	One year	Yes	Bank transfer (automatic)	105.05	6744.25	0	0.144905403	Low Risk
4676-MQUEA	Male	1	Yes	No	50	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	No	One year	Yes	Bank transfer (automatic)	101.9	5265.5	0	0.207904551	Low Risk
8138-EALND	Male	0	No	No	15	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	19.75	311.6	0	0.110475477	Low Risk
3580-HYCSP	Male	0	Yes	Yes	72	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	Two year	Yes	Bank transfer (automatic)	110.3	7966.9	0	0.070457872	Low Risk
1352-HNSAW	Female	0	Yes	Yes	72	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Bank transfer (automatic)	115.6	8220.4	0	0.052407958	Low Risk
2075-PUEPR	Male	0	Yes	Yes	55	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Bank transfer (automatic)	19.35	1153.25	0	0.003517101	Low Risk
1982-FEBTD	Female	0	Yes	Yes	23	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Credit card (automatic)	25.6	514.75	0	0.029264278	Low Risk
5301-GAUUY	Male	0	No	No	32	Yes	Yes	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	80.35	2596.15	1	0.393074002	Low Risk
5791-KAJFD	Female	0	Yes	Yes	56	Yes	Yes	DSL	Yes	No	Yes	No	No	Yes	One year	Yes	Bank transfer (automatic)	68.75	3808	0	0.03674068	Low Risk
2654-VBVPB	Female	0	No	No	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Bank transfer (automatic)	19.9	19.9	0	0.225746012	Low Risk
1154-HYWWO	Male	0	No	No	38	Yes	No	DSL	Yes	Yes	No	Yes	Yes	No	One year	No	Mailed check	70.6	2708.2	0	0.029151492	Low Risk
2501-XWWTZ	Male	0	No	No	11	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	70.2	760.05	0	0.534053885	Medium Risk
3716-UVSPD	Male	0	No	No	1	Yes	No	DSL	No	No	No	Yes	No	No	Month-to-month	Yes	Electronic check	49.3	49.3	0	0.400494585	Medium Risk
6815-ABQFQ	Male	0	Yes	No	56	Yes	Yes	Fiber optic	No	Yes	No	Yes	Yes	Yes	One year	Yes	Electronic check	107.25	6033.3	0	0.238839698	Low Risk
7343-EOBEU	Male	0	Yes	No	3	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Mailed check	23.6	89.05	0	0.293939706	Low Risk
3701-SFMUH	Male	0	Yes	Yes	7	Yes	No	DSL	Yes	No	No	No	Yes	Yes	Month-to-month	No	Credit card (automatic)	69.7	516.15	0	0.265394027	Low Risk
6103-LIANB	Male	0	Yes	Yes	59	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	Yes	Two year	Yes	Credit card (automatic)	99.5	5861.75	0	0.11542062	Low Risk
7319-VENRZ	Male	0	No	No	7	Yes	No	DSL	No	No	Yes	Yes	Yes	No	Month-to-month	No	Bank transfer (automatic)	64.3	445.95	0	0.271543674	Low Risk
5846-NEQVZ	Male	0	Yes	Yes	71	Yes	No	DSL	Yes	No	Yes	Yes	No	Yes	Two year	Yes	Credit card (automatic)	70.85	4973.4	0	0.005787979	Low Risk
6967-QIQRV	Male	0	Yes	Yes	15	Yes	No	Fiber optic	Yes	No	No	Yes	Yes	Yes	One year	No	Electronic check	101.9	1667.25	0	0.243433097	Low Risk
5781-RFZRP	Male	0	Yes	No	71	Yes	Yes	DSL	Yes	Yes	No	Yes	Yes	No	Two year	No	Credit card (automatic)	73.5	5357.75	0	0.006711897	Low Risk
0939-YAPAF	Female	0	No	No	35	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	100.25	3527.6	1	0.635052629	Medium Risk
0308-IVGOK	Female	0	No	No	11	No	No phone service	DSL	No	Yes	Yes	Yes	No	No	One year	Yes	Credit card (automatic)	40.4	422.6	0	0.17496019	Low Risk
7293-LSCDV	Female	0	Yes	Yes	60	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Credit card (automatic)	19.25	1103.25	0	0.003038651	Low Risk
7025-WCBNE	Male	1	No	No	47	Yes	Yes	DSL	No	Yes	No	Yes	No	No	Two year	No	Bank transfer (automatic)	59.6	2754	0	0.021690743	Low Risk
5756-JYOJT	Female	0	No	No	11	Yes	No	DSL	No	No	Yes	Yes	No	Yes	One year	No	Credit card (automatic)	64.9	697.25	0	0.120580128	Low Risk
4710-FDUIZ	Male	0	Yes	No	56	Yes	Yes	Fiber optic	No	Yes	No	No	Yes	Yes	One year	No	Credit card (automatic)	100.3	5614.45	1	0.173806022	Low Risk
6030-REHUX	Female	1	Yes	No	28	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	110.85	3204.4	0	0.654509769	Medium Risk
9548-LIGTA	Male	0	Yes	No	61	Yes	No	DSL	Yes	Yes	No	Yes	Yes	Yes	Two year	Yes	Mailed check	81.05	4747.65	0	0.014707686	Low Risk
5150-LJNSR	Male	0	Yes	Yes	31	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	No	One year	No	Bank transfer (automatic)	98.05	3082.1	0	0.178898709	Low Risk
8270-RKSAP	Male	0	No	No	9	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Electronic check	70.5	597.9	0	0.619538089	Medium Risk
6522-YRBXD	Male	1	Yes	No	35	Yes	Yes	Fiber optic	Yes	Yes	No	No	No	Yes	Month-to-month	Yes	Electronic check	94.55	3365.4	0	0.501464701	Medium Risk
2640-LYMOV	Male	0	No	No	2	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Mailed check	19.65	38.8	0	0.249538016	Low Risk
1218-VKFPE	Female	0	Yes	Yes	12	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	19	233.55	1	0.112570333	Low Risk
3627-FHKBK	Female	0	No	No	1	Yes	No	Fiber optic	Yes	No	No	No	No	No	Month-to-month	No	Mailed check	75.3	75.3	1	0.442042785	Medium Risk
2865-TCHJW	Female	1	No	No	4	Yes	Yes	Fiber optic	No	No	Yes	No	Yes	No	Month-to-month	Yes	Electronic check	89.2	346.2	1	0.805209381	High Risk
1423-BMPBQ	Female	0	Yes	Yes	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Mailed check	19	19	0	0.234602125	Low Risk
2393-DIVAI	Female	0	No	No	3	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Mailed check	20	61.7	0	0.245224905	Low Risk
5192-EBGOV	Female	1	No	No	1	Yes	Yes	Fiber optic	No	No	No	No	Yes	No	Month-to-month	Yes	Electronic check	85.7	85.7	1	0.824253316	High Risk
4568-KNYWR	Male	0	No	No	52	Yes	No	DSL	Yes	Yes	No	No	Yes	No	Two year	Yes	Credit card (automatic)	63.25	3342.45	0	0.016888994	Low Risk
8752-IMQOS	Male	0	Yes	Yes	5	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	20.1	85.1	0	0.078416127	Low Risk
0742-LAFQK	Male	0	Yes	No	72	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	No	Yes	Two year	Yes	Electronic check	99.15	7422.1	0	0.07555606	Low Risk
0795-LAFGP	Male	0	Yes	Yes	71	Yes	Yes	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Electronic check	90.4	6668.05	0	0.015469691	Low Risk
0619-OLYUR	Male	0	Yes	No	72	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	111.9	8071.05	0	0.059526035	Low Risk
5512-IDZEI	Male	0	Yes	Yes	46	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Electronic check	24.9	1174.8	0	0.016997417	Low Risk
0459-SPZHJ	Male	0	Yes	Yes	63	Yes	Yes	DSL	Yes	Yes	Yes	No	Yes	Yes	Two year	No	Credit card (automatic)	83.5	5435	0	0.017108982	Low Risk
0215-BQKGS	Male	0	No	No	30	Yes	No	Fiber optic	Yes	Yes	Yes	No	No	No	Month-to-month	Yes	Credit card (automatic)	84.3	2438.6	0	0.231802599	Low Risk
9244-ZVAPM	Male	0	No	No	1	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	No	Mailed check	45.6	45.6	0	0.358020385	Low Risk
0719-SYFRB	Female	0	No	No	12	Yes	Yes	DSL	Yes	No	Yes	Yes	No	No	Month-to-month	Yes	Mailed check	61.65	713.75	1	0.193908013	Low Risk
8208-EUMTE	Male	0	No	No	16	No	No phone service	DSL	Yes	Yes	Yes	Yes	Yes	No	Two year	No	Mailed check	54.85	916.15	0	0.062526819	Low Risk
5172-MIGPM	Male	0	No	No	4	Yes	Yes	DSL	No	No	No	Yes	No	Yes	Month-to-month	No	Mailed check	65.55	237.2	0	0.33831846	Low Risk
1710-RCXUS	Male	0	Yes	No	51	Yes	Yes	Fiber optic	No	Yes	No	No	No	Yes	One year	Yes	Credit card (automatic)	90.35	4614.55	0	0.17880885	Low Risk
0374-FIUCA	Male	0	Yes	No	65	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	Yes	Credit card (automatic)	20.4	1414.45	0	0.003002643	Low Risk
5839-SUYVZ	Male	0	No	No	16	Yes	No	Fiber optic	No	No	No	Yes	No	No	Month-to-month	Yes	Credit card (automatic)	74.55	1170.5	0	0.357551502	Low Risk
5173-ZXXXL	Male	0	No	No	2	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	19.95	47.7	0	0.106075234	Low Risk
1096-ADRUX	Female	0	Yes	Yes	66	Yes	Yes	Fiber optic	No	No	No	No	No	No	One year	Yes	Bank transfer (automatic)	74.25	4859.25	0	0.073720515	Low Risk
2001-MCUUW	Male	0	No	No	46	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	Two year	No	Electronic check	108.65	4903.2	0	0.137791209	Low Risk
2731-GJRDG	Female	0	No	No	32	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	One year	Yes	Bank transfer (automatic)	109.55	3608	0	0.242201669	Low Risk
4723-BEGSG	Male	0	Yes	No	72	Yes	Yes	DSL	Yes	No	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	86.65	6094.25	0	0.011459839	Low Risk
6516-NKQBO	Male	0	Yes	Yes	38	Yes	No	DSL	Yes	No	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	81	3084.9	0	0.021693591	Low Risk
8672-OAUPW	Male	0	No	Yes	51	Yes	No	DSL	No	No	No	Yes	No	No	One year	No	Credit card (automatic)	47.85	2356.75	0	0.012671659	Low Risk
8207-DMRVL	Male	0	Yes	Yes	72	Yes	Yes	Fiber optic	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	114.55	8306.05	0	0.039885925	Low Risk
3419-SNJJD	Female	1	Yes	No	65	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	Month-to-month	No	Bank transfer (automatic)	105.25	6786.4	1	0.291041351	Low Risk
6543-CPZMK	Male	0	Yes	Yes	9	No	No phone service	DSL	No	Yes	No	No	No	No	Month-to-month	Yes	Electronic check	29.95	248.95	1	0.481927503	Medium Risk
4765-OXPPD	Female	0	Yes	Yes	9	Yes	No	DSL	Yes	Yes	Yes	Yes	No	No	Month-to-month	No	Mailed check	65	663.05	1	0.115508599	Low Risk
2804-ETQDK	Male	0	No	Yes	66	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	20.55	1357.1	0	0.001718857	Low Risk
6689-VRRTK	Female	1	No	No	44	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	Yes	Yes	One year	Yes	Credit card (automatic)	109.8	4860.35	0	0.263112016	Low Risk
7138-GIRSH	Male	0	No	No	50	Yes	Yes	DSL	No	No	Yes	Yes	No	Yes	Two year	No	Bank transfer (automatic)	69.5	3418.2	0	0.02431477	Low Risk
9396-ZSFLL	Female	0	No	No	15	Yes	Yes	DSL	No	No	No	No	No	No	Month-to-month	No	Mailed check	48.85	631.4	0	0.268174287	Low Risk
6464-KEXXH	Male	0	No	No	8	No	No phone service	DSL	No	No	No	No	No	No	Month-to-month	Yes	Credit card (automatic)	25.25	186.3	0	0.464251881	Medium Risk
7134-MJPDY	Female	1	No	No	66	Yes	Yes	Fiber optic	No	No	Yes	Yes	Yes	Yes	One year	Yes	Credit card (automatic)	102.85	6976.75	0	0.177251477	Low Risk
5240-CAOYT	Female	0	No	No	57	Yes	Yes	Fiber optic	Yes	Yes	No	Yes	No	No	Month-to-month	Yes	Bank transfer (automatic)	87.55	4884.85	0	0.111865949	Low Risk
4059-IIEBK	Female	0	No	No	7	Yes	Yes	Fiber optic	No	Yes	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	78.55	522.95	0	0.606457278	Medium Risk
4881-JVQOD	Male	1	Yes	Yes	10	No	No phone service	DSL	No	No	No	No	No	Yes	Month-to-month	Yes	Bank transfer (automatic)	34.55	362.6	0	0.566553921	Medium Risk
0516-UXRMT	Female	0	No	No	62	Yes	Yes	Fiber optic	Yes	Yes	Yes	No	No	No	One year	Yes	Electronic check	92.05	5755.8	0	0.104054996	Low Risk
4851-BQDNX	Male	0	Yes	Yes	40	Yes	No	Fiber optic	No	No	Yes	No	Yes	No	One year	Yes	Electronic check	85.05	3355.65	0	0.228720273	Low Risk
5148-HKFIR	Female	0	No	No	20	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	19.7	406.95	0	0.025905183	Low Risk
1009-IRMNA	Female	0	No	No	7	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Bank transfer (automatic)	20	137.6	1	0.173682392	Low Risk
3003-CMDUU	Female	0	Yes	No	25	Yes	No	Fiber optic	No	No	No	Yes	Yes	Yes	Month-to-month	Yes	Electronic check	95.15	2395.7	0	0.554477544	Medium Risk
5016-IBERQ	Male	0	Yes	No	23	Yes	Yes	Fiber optic	No	Yes	Yes	No	No	No	Month-to-month	No	Electronic check	84.25	1968.1	0	0.480211456	Medium Risk
6797-UCJHZ	Female	1	Yes	No	66	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	One year	No	Credit card (automatic)	104.6	6819.45	0	0.18151965	Low Risk
2469-DTSGX	Female	1	No	No	72	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	Two year	No	Electronic check	111.65	7943.45	0	0.107433269	Low Risk
4554-YGZIH	Male	1	Yes	No	49	Yes	Yes	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	No	Credit card (automatic)	90.05	4547.25	1	0.334153926	Low Risk
5099-BAILX	Male	1	Yes	Yes	43	Yes	Yes	Fiber optic	No	Yes	Yes	Yes	Yes	Yes	Month-to-month	Yes	Bank transfer (automatic)	110.75	4687.9	1	0.425215938	Medium Risk
9931-KGHOA	Female	0	Yes	No	46	Yes	Yes	DSL	Yes	No	No	No	No	No	Month-to-month	No	Bank transfer (automatic)	55	2473.95	0	0.067819188	Low Risk
1775-KWJKQ	Male	0	Yes	Yes	72	Yes	Yes	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	No	Credit card (automatic)	89.85	6562.9	0	0.009443085	Low Risk
7665-VIGUD	Male	0	No	No	10	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	20.35	176.3	0	0.070695271	Low Risk
9411-TPQQV	Female	0	No	No	40	No	No phone service	DSL	Yes	No	No	Yes	Yes	Yes	One year	Yes	Bank transfer (automatic)	54.55	2236.2	0	0.080806564	Low Risk
7207-RMRDB	Female	0	Yes	Yes	65	Yes	Yes	Fiber optic	No	Yes	Yes	No	Yes	Yes	Month-to-month	Yes	Electronic check	105.5	6985.65	1	0.394202821	Low Risk
7954-MLBUN	Male	0	No	No	31	Yes	No	Fiber optic	No	No	Yes	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	99.45	3109.9	0	0.134159135	Low Risk
2077-DDHJK	Female	0	Yes	No	68	Yes	Yes	DSL	Yes	Yes	Yes	Yes	No	No	Two year	No	Credit card (automatic)	70.9	4911.35	0	0.005662205	Low Risk
4913-EHYUI	Male	1	Yes	Yes	56	Yes	Yes	Fiber optic	Yes	No	Yes	No	Yes	Yes	One year	Yes	Bank transfer (automatic)	104.55	5794.65	1	0.200020943	Low Risk
0195-IESCP	Male	0	Yes	No	10	Yes	Yes	Fiber optic	No	No	No	No	No	Yes	Month-to-month	Yes	Electronic check	85.25	855.3	1	0.736026369	High Risk
9574-BOSMD	Male	0	Yes	Yes	68	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Bank transfer (automatic)	25.4	1620.2	0	0.00232384	Low Risk
4580-TMHJU	Female	0	Yes	Yes	43	Yes	No	DSL	No	No	No	No	Yes	No	Month-to-month	No	Electronic check	56.15	2499.3	1	0.128141105	Low Risk
0970-ETWGE	Male	0	No	No	1	Yes	No	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	89.55	89.55	1	0.780833648	High Risk
4908-XAXAY	Female	1	No	No	49	Yes	No	Fiber optic	No	Yes	Yes	No	No	Yes	One year	Yes	Bank transfer (automatic)	89.85	4287.2	0	0.200920243	Low Risk
8404-VLQFB	Female	0	Yes	Yes	15	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Electronic check	25.25	394.85	0	0.204860173	Low Risk
1626-ERCMM	Male	1	Yes	No	20	Yes	Yes	Fiber optic	No	No	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	94.55	1899.65	1	0.776033919	High Risk
0887-HJGAR	Male	0	No	No	1	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	45.7	45.7	1	0.424968969	Medium Risk
2391-IPLOP	Male	0	Yes	Yes	50	Yes	Yes	DSL	No	No	Yes	Yes	Yes	No	One year	Yes	Electronic check	69.65	3442.15	0	0.058790068	Low Risk
5644-PDMZC	Female	1	No	No	2	Yes	Yes	Fiber optic	No	Yes	No	No	No	Yes	Month-to-month	No	Electronic check	89.5	161.5	1	0.752978604	High Risk
3509-GWQGF	Male	1	No	No	24	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Credit card (automatic)	70	1732.6	0	0.383079723	Low Risk
9576-ANLXO	Female	0	No	No	3	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	69.55	222.3	1	0.619734106	Medium Risk
2024-BASKD	Female	0	No	No	1	Yes	No	Fiber optic	No	No	Yes	No	No	No	Month-to-month	Yes	Mailed check	74.6	74.6	1	0.616483835	Medium Risk
5845-BZZIB	Male	0	Yes	Yes	35	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Mailed check	20.1	655.3	0	0.009461964	Low Risk
1140-UKVZG	Female	0	No	No	17	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	24.8	475.25	0	0.129586438	Low Risk
4160-AMJTL	Female	1	No	No	8	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Electronic check	19.65	164.3	1	0.253066883	Low Risk
5183-SNMJQ	Male	0	No	No	10	Yes	No	Fiber optic	No	No	No	Yes	Yes	Yes	Month-to-month	Yes	Credit card (automatic)	95.1	865.1	0	0.536822189	Medium Risk
8100-PNJMH	Male	0	Yes	Yes	68	Yes	Yes	DSL	Yes	Yes	Yes	Yes	Yes	Yes	Two year	Yes	Credit card (automatic)	88.85	6132.7	0	0.013747841	Low Risk
7838-LAZFO	Male	0	Yes	No	45	Yes	No	DSL	Yes	Yes	Yes	No	Yes	Yes	One year	No	Bank transfer (automatic)	78.8	3597.5	0	0.053034764	Low Risk
4464-JCOLN	Male	0	Yes	Yes	2	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	No	Mailed check	19.85	35.9	1	0.091283091	Low Risk
2085-JVGAD	Male	0	Yes	No	37	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Bank transfer (automatic)	20.35	697.65	0	0.03985279	Low Risk
5650-VDUDS	Female	0	No	No	4	No	No phone service	DSL	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	24.25	96.05	1	0.541410562	Medium Risk
8095-WANWK	Female	0	No	No	10	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	No	Mailed check	45.25	428.7	0	0.27288323	Low Risk
3030-ZKIWL	Male	0	No	No	1	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	No	Mailed check	20.05	20.05	0	0.209872537	Low Risk
9565-FLVCG	Male	0	Yes	Yes	65	Yes	Yes	DSL	Yes	Yes	No	No	No	Yes	Two year	Yes	Mailed check	69.55	4459.15	0	0.012875086	Low Risk
8755-OGKNA	Female	0	Yes	Yes	57	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Bank transfer (automatic)	19.5	1167.6	0	0.003222297	Low Risk
2800-VEQXM	Female	0	No	No	3	Yes	No	Fiber optic	No	No	Yes	No	No	No	Month-to-month	Yes	Mailed check	74.75	238.1	0	0.600336754	Medium Risk
7538-GWHML	Female	0	No	No	2	Yes	No	Fiber optic	No	No	No	No	No	No	Month-to-month	No	Electronic check	69.65	145.15	1	0.624951062	Medium Risk
5533-RJFTJ	Male	0	No	No	49	No	No phone service	DSL	No	No	Yes	No	No	No	Month-to-month	Yes	Bank transfer (automatic)	30.2	1453.1	0	0.107314307	Low Risk
3859-CVCET	Female	0	No	No	4	Yes	No	DSL	No	No	No	No	No	No	Month-to-month	No	Mailed check	45.65	191.05	1	0.333992095	Low Risk
0214-JHPFW	Female	0	Yes	No	70	No	No phone service	DSL	No	Yes	Yes	Yes	Yes	Yes	Two year	No	Bank transfer (automatic)	57.8	4039.3	0	0.01558383	Low Risk
5642-MHDQT	Female	0	Yes	Yes	53	Yes	No	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	One year	Yes	Bank transfer (automatic)	19.85	1039.45	0	0.008949082	Low Risk
3088-FVYWK	Male	0	Yes	Yes	53	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Two year	No	Credit card (automatic)	25.55	1336.1	0	0.004615213	Low Risk
3276-HDUEG	Female	0	No	No	1	Yes	Yes	Fiber optic	No	No	No	No	No	No	Month-to-month	Yes	Mailed check	75.05	75.05	1	0.672543303	Medium Risk
9092-GDZKO	Male	0	No	No	22	Yes	Yes	No	No internet service	No internet service	No internet service	No internet service	No internet service	No internet service	Month-to-month	Yes	Credit card (automatic)	24.85	493.4	0	0.116981182	Low Risk
0823-HSCDJ	Male	1	No	No	52	No	No phone service	DSL	No	Yes	No	No	Yes	Yes	Month-to-month	Yes	Electronic check	49.15	2550.9	1	0.258656776	Low Risk
3729-OWRVL	Male	1	No	No	65	Yes	Yes	Fiber optic	Yes	No	Yes	Yes	Yes	Yes	Two year	Yes	Electronic check	110.35	7246.15	0	0.119500092	Low Risk
